1951-State,1951-District ,1961-State,1961-District ,1971-State ,1971-District ,1981-State,1981-District,1991-State,1991-District,2001-State,2001-District,2011-State,2011-District,2024-State,2024-District
Madhya Pradesh,Nimar,Madhya Pradesh,East Nimar,Madhya Pradesh,Khandwa,Madhya Pradesh,East Nimar,Madhya Pradesh,East Nimar,Madhya Pradesh,East Nimar,Madhya Pradesh,Khandwa (East Nimar),Madhya Pradesh,Khandwa (East Nimar)
Madhya Pradesh,Nimar,Madhya Pradesh,East Nimar,Madhya Pradesh,Khandwa,Madhya Pradesh,East Nimar,Madhya Pradesh,East Nimar,Madhya Pradesh,East Nimar,Madhya Pradesh,Burhanpur,Madhya Pradesh,Burhanpur
Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul
Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Harda,Madhya Pradesh,Harda,Madhya Pradesh,Harda
Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Narmadapuram
Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Katni,Madhya Pradesh,Katni,Madhya Pradesh,Katni
Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur
Madhya Pradesh,Hoshangabad,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur
Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori
Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla
Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara
Madhya Bharat,Goona,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna
Madhya Bharat,Goona,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Ashoknagar,Madhya Pradesh,Ashoknagar
Vindhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol
Vindhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Annupur,Madhya Pradesh,Annupur
Vindhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi
Vindhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Singrauli,Madhya Pradesh,Singrauli
Madhya Bharat,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua
Madhya Bharat,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Alirajpur,Madhya Pradesh,Alirajpur
Madhya Pradesh,Chhindwara,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni
Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat
Madhya Bharat,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Agar-Malwa
Vindhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Niwari
Bombay,Ahmednagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmednagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar
Madhya Pradesh,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola
Madhya Pradesh,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati
Hyderabad,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Sambhaji Nagar
Madhya Pradesh,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara
Hyderabad,Bhir,Maharashtra,Bhir,Maharashtra,Bhir,Maharashtra,Bid,Maharashtra,Bid,Maharashtra,Bid,Maharashtra,Bid,Maharashtra,Bid
Madhya Pradesh,Buldana,Maharashtra,Buldhana,Maharashtra,Buldhana,Maharashtra,Buldana,Maharashtra,Buldana,Maharashtra,Buldana,Maharashtra,Buldana,Maharashtra,Buldana
Madhya Pradesh,Chanda,Maharashtra,Chanda,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur
Bombay,West Khandesh,Maharashtra,Dhulia,Maharashtra,Dhulia,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule
Madhya Pradesh,Chanda,Maharashtra,Chanda,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli
Madhya Pradesh,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Gondiya,Maharashtra,Gondiya,Maharashtra,Gondiya
Hyderabad,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli
Bombay,East Khandesh,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon
Hyderabad,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna
Bombay,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur
Hyderabad,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur
Bombay,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Mumbai,Maharashtra,Mumbai,Maharashtra,Mumbai
Bombay,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Greater Bombay,Maharashtra,Mumbai (Suburban),Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban
Madhya Pradesh,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur
Hyderabad,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded
Bombay,West Khandesh,Maharashtra,Dhulia,Maharashtra,Dhulia,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar
Bombay,Nasik,Maharashtra,Nasik,Maharashtra,Nasik,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik
Hyderabad,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Dharashiv
Bombay,Thana,Maharashtra,Thana,Maharashtra,Thana,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Palghar
Hyderabad,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani
Bombay,Poona,Maharashtra,Poona,Maharashtra,Poona,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune
Bombay,Kolaba,Maharashtra,Kolaba,Maharashtra,Kolaba,Maharashtra,Raigarh,Maharashtra,Raigarh,Maharashtra,Raigarh,Maharashtra,Raigarh,Maharashtra,Raigarh
Bombay,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri
Bombay,Satara South,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli
Bombay,Satara North,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara
Bombay,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg
Bombay,Sholapur,Maharashtra,Sholapur,Maharashtra,Sholapur,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur
Bombay,Thana,Maharashtra,Thana,Maharashtra,Thana,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane
Madhya Pradesh,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha
Madhya Pradesh,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Washim,Maharashtra,Washim,Maharashtra,Washim
Madhya Pradesh,Yeotmal,Maharashtra,Yeotmal,Maharashtra,Yeotmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur North,Manipur,Manipur North,Manipur,Senapati,Manipur,Senapati,Manipur,Senapati,Manipur,Senapati
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur West,Manipur,Manipur West,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Tamenglong
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur South,Manipur,Manipur South,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur Central,Manipur,Manipur Central,Manipur,Bishnupur,Manipur,Bishnupur,Manipur,Bishnupur,Manipur,Bishnupur
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur Central,Manipur,Manipur Central,Manipur,Thoubal,Manipur,Thoubal,Manipur,Thoubal,Manipur,Thoubal
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur Central,Manipur,Manipur Central,Manipur,Imphal,Manipur,Imphal West,Manipur,Imphal West,Manipur,Imphal West
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur Central,Manipur,Manipur Central,Manipur,Imphal,Manipur,Imphal East,Manipur,Imphal East,Manipur,Imphal East
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur East,Manipur,Manipur East,Manipur,Ukhrul,Manipur,Ukhrul,Manipur,Ukhrul,Manipur,Ukhrul
Manipur,Manipur,Manipur ,Manipur,Manipur,Manipur Central,Manipur,Tengnoupal,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel
Manipur,Manipur,Manipur,Manipur,Manipur,Manipur Central,Manipur,Manipur Central,Manipur,Imphal,Manipur,Imphal East,Manipur,Imphal East,Manipur,Jiribam
Manipur,Manipur,Manipur,Manipur,Manipur,Manipur Central,Manipur,Manipur Central,Manipur,Thoubal,Manipur,Thoubal,Manipur,Thoubal,Manipur,Kakching
Manipur,Manipur,Manipur,Manipur,Manipur,Manipur East,Manipur,Manipur East,Manipur,Ukhrul,Manipur,Ukhrul,Manipur,Ukhrul,Manipur,Kamjong
Manipur,Manipur,Manipur,Manipur,Manipur,Manipur North,Manipur,Manipur North,Manipur,Senapati,Manipur,Senapati,Manipur,Senapati,Manipur,Kangpokpi
Manipur,Manipur,Manipur,Manipur,Manipur,Manipur West,Manipur,Manipur West,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Noney
Manipur,Manipur,Manipur,Manipur,Manipur,Manipur Central,Manipur,Tengnoupal,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel,Manipur,Tengnoupal
Manipur,Manipur,Manipur,Manipur,Manipur,Manipur South,Manipur,Manipur South,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Pherzawl
Assam,Garo Hills,Assam,Garo Hills,Meghalaya,Garo Hills,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills
Assam,Garo Hills,Assam,Garo Hills,Meghalaya,Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills
Assam,Garo Hills,Assam,Garo Hills,Meghalaya,Garo Hills,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,Ri Bhoi,Meghalaya,Ri Bhoi,Meghalaya,Ri Bhoi
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills
Assam,Garo Hills,Assam,Garo Hills,Meghalaya,Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,North Garo Hills
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,West Jaintia Hills
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,East Jaintia Hills
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,South West Khasi Hills
Assam,United Khasi and Jaintia Hills,Assam,United Khasi and Jaintia Hills,Meghalaya,United Khasi and Jaintia Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,Eastern West Khasi Hills
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Mamit,Mizoram,Mamit,Mizoram,Mamit
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Kolasib,Mizoram,Kolasib,Mizoram,Kolasib
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Aizawl
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Champhai,Mizoram,Champhai,Mizoram,Champhai
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Chhimtuipui,Mizoram,Chhimtuipui,Mizoram,Lawngtlai,Mizoram,Lawngtlai,Mizoram,Lawngtlai
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram ,Mizoram,Chhimtuipui,Mizoram,Chhimtuipui,Mizoram,Saiha,Mizoram,Saiha,Mizoram,Saiha
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Saitual
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Hnathial
Assam,Lushai Hills,Assam,Mizo Hills,Mizoram,Mizoram,Mizoram,Aizawl,Mizoram,Aizawl,Mizoram,Champhai,Mizoram,Champhai,Mizoram,Khawzawl
Assam,Naga Hills,Naga Hills-Tuensang Area,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur
Assam,Naga Hills,Naga Hills-Tuensang Area,Kohima,Nagaland,Kohima,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek
Assam,Naga Hills,Naga Hills-Tuensang Area,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima
Assam,Naga Hills,Naga Hills-Tuensang Area,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Peren,Nagaland,Peren
Assam,Tuensang,Naga Hills-Tuensang Area,Tuensang,Nagaland,Tuensang,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon
Assam,Tuensang,Naga Hills-Tuensang Area,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung
Assam,Tuensang,Naga Hills-Tuensang Area,Mokokchung,Nagaland,Mokokchung,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha
Assam,Tuensang,Naga Hills-Tuensang Area,Mokokchung,Nagaland,Mokokchung,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto
Assam,Tuensang,Naga Hills-Tuensang Area,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang
Assam,Tuensang,Naga Hills-Tuensang Area,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Longleng,Nagaland,Longleng
Assam,Tuensang,Naga Hills-Tuensang Area,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Kiphire,Nagaland,Kiphire
Assam,Naga Hills,Naga Hills-Tuensang Area,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Chumoukedima
Assam,Naga Hills,Naga Hills-Tuensang Area,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Niuland
Assam,Tuensang,Naga Hills-Tuensang Area,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Noklak
Assam,Naga Hills,Naga Hills-Tuensang Area,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Tseminyü
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,North West,NCT of Delhi,North West,NCT of Delhi,North West
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,North,NCT of Delhi,North,NCT of Delhi,North
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,North East,NCT of Delhi,North East,NCT of Delhi,North East
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,East,NCT of Delhi,East,NCT of Delhi,East
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,New Delhi,NCT of Delhi,New Delhi,NCT of Delhi,New Delhi
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,Central,NCT of Delhi,Central,NCT of Delhi,Central
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,West,NCT of Delhi,West,NCT of Delhi,West
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,South West,NCT of Delhi,South West,NCT of Delhi,South West
Delhi,Delhi,Delhi ,Delhi,Delhi ,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi,South,NCT of Delhi,South,NCT of Delhi,South
Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Bargarh,Odisha,Bargarh,Odisha,Bargarh
Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Jharsuguda,Odisha,Jharsuguda,Odisha,Jharsuguda
Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Odisha,Sambalpur,Odisha,Sambalpur
Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,Orissa,Debagarh,Odisha,Debagarh,Odisha,Debagarh
Orissa,Sundargarh,Orissa,Sundargarh,Orissa,Sundargarh,Orissa,Sundargarh,Orissa,Sundargarh,Orissa,Sundargarh,Odisha,Sundargarh,Odisha,Sundargarh
Orissa,Keonjhar,Orissa,Keonjhar,Orissa,Keonjhar,Orissa,Kendujhar,Orissa,Kendujhar,Orissa,Kendujhar,Odisha,Kendujhar,Odisha,Kendujhar
Orissa,Mayurbhanj,Orissa,Mayurbhanj,Orissa,Mayurbhanj,Orissa,Mayurbhanj,Orissa,Mayurbhanj,Orissa,Mayurbhanj,Odisha,Mayurbhanj,Odisha,Mayurbhanj
Orissa,Balasore,Orissa,Balasore,Orissa,Balasore,Orissa,Baleshwar,Orissa,Baleshwar,Orissa,Baleshwar,Odisha,Baleshwar,Odisha,Baleshwar
Orissa,Balasore,Orissa,Balasore,Orissa,Balasore,Orissa,Baleshwar,Orissa,Baleshwar,Orissa,Bhadrak,Odisha,Bhadrak,Odisha,Bhadrak
